color,director_name,movie_facebook_likes,plot_keywords,genres,actor_1_name,imdb_score,movie_title,combine
Color,Woody Allen,36000,congenital liar mental breakdown self deception snob talking to oneself,Drama,Sally Hawkins,7.3,blue jasmine,Color Woody Allen Sally Hawkins Drama congenital liar mental breakdown self deception snob talking to oneself
Color,Paul Greengrass,0,flight passenger plane september 11 2001 terrorist,Drama History Thriller,Christian Clemenson,7.6,united 93,Color Paul Greengrass Christian Clemenson Drama History Thriller flight passenger plane september 11 2001 terrorist
Color,Bille Woodruff,0,choreographer dance dancer dancing hip hop,Drama Music Romance,Christian Monzon,5.3,honey,Color Bille Woodruff Christian Monzon Drama Music Romance choreographer dance dancer dancing hip hop
Color,Edward Zwick,0,army black soldier military uniform prejudice u.s. civil war,Drama History War,Denzel Washington,7.9,glory,Color Edward Zwick Denzel Washington Drama History War army black soldier military uniform prejudice u.s. civil war
Color,Rick Friedberg,588,1990s dentist hit with a door martial arts museum,Action Comedy,Hulk Hogan,5.3,spy hard,Color Rick Friedberg Hulk Hogan Action Comedy 1990s dentist hit with a door martial arts museum
Color,John Carpenter,7000,california fog leper lighthouse ship,Fantasy Horror,Jamie Lee Curtis,6.8,the fog,Color John Carpenter Jamie Lee Curtis Fantasy Horror california fog leper lighthouse ship
Color,Sean McNamara,15000,christian christian film shark surfer surfing,Biography Drama Family Sport,Dennis Quaid,7.1,soul surfer,Color Sean McNamara Dennis Quaid Biography Drama Family Sport christian christian film shark surfer surfing
Color,Mike Nichols,0,catch 22 friend insanity kneed in the groin military,Comedy Drama War,Bob Newhart,7.2,catch-22,Color Mike Nichols Bob Newhart Comedy Drama War catch 22 friend insanity kneed in the groin military
Color,Jody Hill,0,male pubic hair mall police detective pubic hair security guard,Comedy Crime Drama,Collette Wolfe,5.8,observe and report,Color Jody Hill Collette Wolfe Comedy Crime Drama male pubic hair mall police detective pubic hair security guard
Color,Richard Fleischer,2000,gods princess queen rescue wizard,Action Adventure Fantasy,Mako,5.8,conan the destroyer,Color Richard Fleischer Mako Action Adventure Fantasy gods princess queen rescue wizard
 Black and White,Martin Scorsese,0,boxing domestic violence hot temper jealousy rage,Biography Drama Sport,Robert De Niro,8.3,raging bull, Black and White Martin Scorsese Robert De Niro Biography Drama Sport boxing domestic violence hot temper jealousy rage
Color,Brandon Camp,0,florist motivational speaker self help guru seminar widower,Drama Romance,Judy Greer,5.6,love happens,Color Brandon Camp Judy Greer Drama Romance florist motivational speaker self help guru seminar widower
Color,Barry Levinson,0,cult death delusion girl sherlock holmes,Adventure Fantasy Mystery Thriller,Nicholas Rowe,6.8,young sherlock holmes,Color Barry Levinson Nicholas Rowe Adventure Fantasy Mystery Thriller cult death delusion girl sherlock holmes
Color,Kevin Tancharoen,0,new york performing arts school student teacher,Comedy Drama Musical Romance,Kelsey Grammer,5.0,fame,Color Kevin Tancharoen Kelsey Grammer Comedy Drama Musical Romance new york performing arts school student teacher
Color,Danny Boyle,63000,alone aron ralston based on autobiography canyon survival,Adventure Biography Drama Thriller,James Franco,7.6,127 hours,Color Danny Boyle James Franco Adventure Biography Drama Thriller alone aron ralston based on autobiography canyon survival
Color,Woody Allen,812,apartment building crook new york city three word title written and directed by cast member,Comedy Crime,Woody Allen,6.7,small time crooks,Color Woody Allen Woody Allen Comedy Crime apartment building crook new york city three word title written and directed by cast member
Color,Nicholas Hytner,0,ballet dance dancer dancing love,Drama Music Romance,Amanda Schull,6.7,center stage,Color Nicholas Hytner Amanda Schull Drama Music Romance ballet dance dancer dancing love
Color,Jessie Nelson,0,christmas family dinner husband wife conflict husband wife kiss large family,Comedy,Olivia Wilde,5.7,love the coopers,Color Jessie Nelson Olivia Wilde Comedy christmas family dinner husband wife conflict husband wife kiss large family
Color,Bart Freundlich,591,caper computer genius dog heist security chief,Comedy Crime,Kristen Stewart,5.2,catch that kid,Color Bart Freundlich Kristen Stewart Comedy Crime caper computer genius dog heist security chief
Color,Irwin Winkler,0,cancer construction house house construction neighbor,Drama,Ian Somerhalder,7.5,life as a house,Color Irwin Winkler Ian Somerhalder Drama cancer construction house house construction neighbor
Color,Danny Boyle,23000,apple computer box office flop computer dialogue driven father daughter relationship,Biography Drama,Kate Winslet,7.2,steve jobs,Color Danny Boyle Kate Winslet Biography Drama apple computer box office flop computer dialogue driven father daughter relationship
Color,Chris Columbus,0,cheerleader party popular girl speech valedictorian,Comedy Romance,Alan Ruck,5.3,"i love you, beth cooper",Color Chris Columbus Alan Ruck Comedy Romance cheerleader party popular girl speech valedictorian
Color,Miguel Arteta,0,alter ego boarding school love masturbation teen movie,Comedy Drama Romance,Steve Buscemi,6.5,youth in revolt,Color Miguel Arteta Steve Buscemi Comedy Drama Romance alter ego boarding school love masturbation teen movie
Color,William A. Fraker,346,ambush hero masked hero outlaw texas ranger,Action Adventure Western,Jason Robards,5.0,the legend of the lone ranger,Color William A. Fraker Jason Robards Action Adventure Western ambush hero masked hero outlaw texas ranger
Color,John Boorman,813,canal panama president spy tailor,Drama Thriller,Daniel Radcliffe,6.1,the tailor of panama,Color John Boorman Daniel Radcliffe Drama Thriller canal panama president spy tailor
Color,Brian De Palma,2000,conspiracy political conspiracy recording sound truth,Mystery Thriller,Nancy Allen,7.4,blow out,Color Brian De Palma Nancy Allen Mystery Thriller conspiracy political conspiracy recording sound truth
Color,Courtney Solomon,4000,die hard scenario earth viewed from space race against time race car driver title at the end,Action Crime Thriller,Rebecca Budig,4.4,getaway,Color Courtney Solomon Rebecca Budig Action Crime Thriller die hard scenario earth viewed from space race against time race car driver title at the end
Color,Ang Lee,0,ice ice storm storm thanksgiving virgin,Drama,Joan Allen,7.5,the ice storm,Color Ang Lee Joan Allen Drama ice ice storm storm thanksgiving virgin
Color,Rob Reiner,3000,four word title grandparent grandchild relationship reference to facebook reference to the internet singer,Comedy Drama Romance,Yaya DaCosta,5.7,and so it goes,Color Rob Reiner Yaya DaCosta Comedy Drama Romance four word title grandparent grandchild relationship reference to facebook reference to the internet singer
Color,Jeff Kanew,0,beverly hills hotel divorce girl troop wilderness,Adventure Comedy,Craig T. Nelson,5.5,troop beverly hills,Color Jeff Kanew Craig T. Nelson Adventure Comedy beverly hills hotel divorce girl troop wilderness
Color,István Szabó,562,diva marriage open marriage revenge social climber,Comedy Drama Romance,Miriam Margolyes,7.1,being julia,Color István Szabó Miriam Margolyes Comedy Drama Romance diva marriage open marriage revenge social climber
Color,Adrian Lyne,0,blindfolded woman control male dominance sex game sex in public,Drama Romance,David Margulies,5.9,9½ weeks,Color Adrian Lyne David Margulies Drama Romance blindfolded woman control male dominance sex game sex in public
Color,Matthew Robbins,0,apprentice dragon king kingdom wizard,Action Adventure Fantasy,Ian McDiarmid,6.7,dragonslayer,Color Matthew Robbins Ian McDiarmid Action Adventure Fantasy apprentice dragon king kingdom wizard
Color,Michael Hoffman,0,countess leo tolstoy russian wealth writing,Biography Drama Romance,David Masterson,7.0,the last station,Color Michael Hoffman David Masterson Biography Drama Romance countess leo tolstoy russian wealth writing
 Black and White,Tim Burton,0,1950s director friend friendship transvestism,Biography Comedy Drama,Johnny Depp,7.9,ed wood, Black and White Tim Burton Johnny Depp Biography Comedy Drama 1950s director friend friendship transvestism
Color,Jason Reitman,0,baseball baseball practice escaped convict neighbor tied to a chair,Drama,J.K. Simmons,6.9,labor day,Color Jason Reitman J.K. Simmons Drama baseball baseball practice escaped convict neighbor tied to a chair
Color,Sergey Bodrov,0,epic genghis khan one word title slave starving,Adventure Biography Drama History War,Tadanobu Asano,7.3,mongol: the rise of genghis khan,Color Sergey Bodrov Tadanobu Asano Adventure Biography Drama History War epic genghis khan one word title slave starving
Color,Guy Ritchie,12000,accountant finger gun homosexual killed in an elevator painting,Action Crime Thriller,Tom Hardy,7.3,rocknrolla,Color Guy Ritchie Tom Hardy Action Crime Thriller accountant finger gun homosexual killed in an elevator painting
Color,Hal Needham,0,dictator electronic music score one word title secret headquarters soldier,Action Sci-Fi,Barry Bostwick,3.5,megaforce,Color Hal Needham Barry Bostwick Action Sci-Fi dictator electronic music score one word title secret headquarters soldier
Color,Kenneth Branagh,0,classic literature denmark funeral madness prince,Drama,Julie Christie,7.8,hamlet,Color Kenneth Branagh Julie Christie Drama classic literature denmark funeral madness prince
Color,Bruce Beresford,0,ballet beijing dancer love village,Biography Drama Music Romance,Bruce Greenwood,7.4,mao's last dancer,Color Bruce Beresford Bruce Greenwood Biography Drama Music Romance ballet beijing dancer love village
Color,Jeff Nichols,0,cult father son relationship gas station on the run supernatural ability,Adventure Drama Sci-Fi Thriller,Kirsten Dunst,6.7,midnight special,Color Jeff Nichols Kirsten Dunst Adventure Drama Sci-Fi Thriller cult father son relationship gas station on the run supernatural ability
Color,Woody Allen,827,love at first sight new york city sex teacher writer,Comedy Romance,Woody Allen,6.4,anything else,Color Woody Allen Woody Allen Comedy Romance love at first sight new york city sex teacher writer
Color,Jonathan Teplitzky,18000,japanese soldier physical torture pow camp prisoner of war reference to adolf hitler,Biography Drama Romance War,Jeremy Irvine,7.1,the railway man,Color Jonathan Teplitzky Jeremy Irvine Biography Drama Romance War japanese soldier physical torture pow camp prisoner of war reference to adolf hitler
unknown,unknown,0,hyperthymesia new york city police,Drama Mystery,Poppy Montgomery,6.7,unforgettable            ,unknown unknown Poppy Montgomery Drama Mystery hyperthymesia new york city police
 Black and White,Michael Haneke,0,children doctor mysterious event pastor small village,Drama Mystery,Ulrich Tukur,7.8,the white ribbon, Black and White Michael Haneke Ulrich Tukur Drama Mystery children doctor mysterious event pastor small village
Color,Zack Ward,378,unknown,Horror,Zack Ward,4.0,restoration,Color Zack Ward Zack Ward Horror unknown
Color,Mike Marvin,0,arizona death gang police sheriff,Action Horror Romance Sci-Fi Thriller,Clint Howard,5.9,the wraith,Color Mike Marvin Clint Howard Action Horror Romance Sci-Fi Thriller arizona death gang police sheriff
Color,D.J. Caruso,2000,male in shower murder neighbor neighbor relationship remote control car sex scene,Crime Drama Mystery Thriller,Adam Goldberg,7.2,the salton sea,Color D.J. Caruso Adam Goldberg Crime Drama Mystery Thriller male in shower murder neighbor neighbor relationship remote control car sex scene
Color,Nimród Antal,19000,headbanger metallica roadie song in title standing on the roof of a car,Music,James Hetfield,7.2,metallica through the never,Color Nimród Antal James Hetfield Music headbanger metallica roadie song in title standing on the roof of a car
Color,Gregor Jordan,1000,breasts female nudity male pubic hair pubic hair sex scene,Crime Drama Thriller,Austin Nichols,5.1,the informers,Color Gregor Jordan Austin Nichols Crime Drama Thriller breasts female nudity male pubic hair pubic hair sex scene
Color,unknown,0,opec pubic hair revolutionary terrorism true crime,Biography Crime Drama Thriller,Edgar Ramírez,7.7,carlos            ,Color unknown Edgar Ramírez Biography Crime Drama Thriller opec pubic hair revolutionary terrorism true crime
Color,Tran Anh Hung,342,gangster hong kong missing person missing son serial killer,Thriller,Takuya Kimura,5.5,i come with the rain,Color Tran Anh Hung Takuya Kimura Thriller gangster hong kong missing person missing son serial killer
Color,Lance Hool,271,american battalion catholic mexican sergeant,Action Drama History Romance War Western,Tom Berenger,6.2,one man's hero,Color Lance Hool Tom Berenger Action Drama History Romance War Western american battalion catholic mexican sergeant
Color,George A. Romero,3000,bunker experiment military research scientist,Horror,Greg Nicotero,7.2,day of the dead,Color George A. Romero Greg Nicotero Horror bunker experiment military research scientist
Color,Chuck Russell,0,conspiracy female scientist mugging police detective tattoo,Action Crime Drama Thriller,Sam Trammell,5.2,i am wrath,Color Chuck Russell Sam Trammell Action Crime Drama Thriller conspiracy female scientist mugging police detective tattoo
Color,Christian Volckman,0,future kidnapping missing file paris france year 2054,Action Animation Sci-Fi Thriller,Romola Garai,6.7,renaissance,Color Christian Volckman Romola Garai Action Animation Sci-Fi Thriller future kidnapping missing file paris france year 2054
Color,Jon Cassar,0,unknown,Drama Western,Demi Moore,6.3,forsaken,Color Jon Cassar Demi Moore Drama Western unknown
Color,Richard Fleischer,0,cult film psychotronic sword and sorcery talisman warrior,Action Adventure Fantasy,Ernie Reyes Jr.,5.0,red sonja,Color Richard Fleischer Ernie Reyes Jr. Action Adventure Fantasy cult film psychotronic sword and sorcery talisman warrior
Color,Rodrigo Cortés,10000,fraud physicist psychic skeptic tailing,Drama Horror Mystery Thriller,Robert De Niro,6.2,red lights,Color Rodrigo Cortés Robert De Niro Drama Horror Mystery Thriller fraud physicist psychic skeptic tailing
Color,Greg Mottola,0,black comedy bromance party school teen comedy,Comedy,Emma Stone,7.6,superbad,Color Greg Mottola Emma Stone Comedy black comedy bromance party school teen comedy
Color,Tyler Perry,804,adaptation directed by original author cross dressing madea series remake sequel,Comedy Crime Drama,Vanessa Ferlito,4.1,madea goes to jail,Color Tyler Perry Vanessa Ferlito Comedy Crime Drama adaptation directed by original author cross dressing madea series remake sequel
Color,David Hayter,0,bar female nudity murder small town werewolf,Action Horror,Jason Momoa,5.3,wolves,Color David Hayter Jason Momoa Action Horror bar female nudity murder small town werewolf
Color,Jon M. Chu,0,audition dance kissing in the rain student subway,Drama Music Musical Romance,Cassie Ventura,6.2,step up 2: the streets,Color Jon M. Chu Cassie Ventura Drama Music Musical Romance audition dance kissing in the rain student subway
Color,Cory Edwards,0,animal axe red riding hood wolf woodsman,Action Animation Comedy Crime Family,Anne Hathaway,6.5,hoodwinked!,Color Cory Edwards Anne Hathaway Action Animation Comedy Crime Family animal axe red riding hood wolf woodsman
Color,Terry George,12000,atrocity central africa ethnic warfare united nations peace keeping force united nations soldier,Drama History War,Don Cheadle,8.1,hotel rwanda,Color Terry George Don Cheadle Drama History War atrocity central africa ethnic warfare united nations peace keeping force united nations soldier
Color,Xavier Gens,0,hitman impersonation see through dress topless female nudity woman on top,Action Crime Drama Thriller,Henry Ian Cusick,6.3,hitman,Color Xavier Gens Henry Ian Cusick Action Crime Drama Thriller hitman impersonation see through dress topless female nudity woman on top
Color,Kasi Lemmons,0,based on stage musical based on the bible christmas color in title nativity,Drama Family Music Musical,Jennifer Hudson,4.4,black nativity,Color Kasi Lemmons Jennifer Hudson Drama Family Music Musical based on stage musical based on the bible christmas color in title nativity
Color,Brian A Miller,0,assassin fight mechanic rescue rival,Action Thriller,Bruce Willis,4.6,the prince,Color Brian A Miller Bruce Willis Action Thriller assassin fight mechanic rescue rival
Color,Matt Dillon,204,bag over head buddhist temple loss of friend male bonding nightclub,Crime Drama Thriller,Kirk Fox,6.0,city of ghosts,Color Matt Dillon Kirk Fox Crime Drama Thriller bag over head buddhist temple loss of friend male bonding nightclub
Color,Alejandro Amenábar,20000,curtain haunting mansion mute xeroderma pigmentosum,Fantasy Horror Thriller,Fionnula Flanagan,7.6,the others,Color Alejandro Amenábar Fionnula Flanagan Fantasy Horror Thriller curtain haunting mansion mute xeroderma pigmentosum
Color,James Cameron,18000,alien human versus alien monster rescue mission space marine,Action Adventure Sci-Fi,Michael Biehn,8.4,aliens,Color James Cameron Michael Biehn Action Adventure Sci-Fi alien human versus alien monster rescue mission space marine
Color,George Cukor,0,colonel flower girl professor street wager,Drama Family Musical Romance,Jeremy Brett,7.9,my fair lady,Color George Cukor Jeremy Brett Drama Family Musical Romance colonel flower girl professor street wager
Color,Jim Gillespie,0,beach corpse fourth of july overalls revenge,Horror Mystery Thriller,Muse Watson,5.6,i know what you did last summer,Color Jim Gillespie Muse Watson Horror Mystery Thriller beach corpse fourth of july overalls revenge
Color,Luke Greenfield,14000,friendship between men impersonating a police officer mobster party police officer,Comedy,Rob Riggle,6.5,let's be cops,Color Luke Greenfield Rob Riggle Comedy friendship between men impersonating a police officer mobster party police officer
Color,Alexander Payne,0,actor california teacher wine writer,Adventure Comedy Drama Romance,Virginia Madsen,7.5,sideways,Color Alexander Payne Virginia Madsen Adventure Comedy Drama Romance actor california teacher wine writer
Color,Jay Chandrasekhar,0,beer competition germany oktoberfest prostitute,Comedy,Chris Moss,6.3,beerfest,Color Jay Chandrasekhar Chris Moss Comedy beer competition germany oktoberfest prostitute
Color,John Carpenter,12000,halloween masked killer michael myers slasher trick or treat,Horror Thriller,Jamie Lee Curtis,7.9,halloween,Color John Carpenter Jamie Lee Curtis Horror Thriller halloween masked killer michael myers slasher trick or treat
 Black and White,Yimou Zhang,0,china flying king palace sword,Action Adventure History,Jet Li,7.9,hero, Black and White Yimou Zhang Jet Li Action Adventure History china flying king palace sword
Color,John Hoffman,309,dog friend neighborhood planet star,Comedy Drama Family Fantasy Sci-Fi,Liam Aiken,5.1,good boy!,Color John Hoffman Liam Aiken Comedy Drama Family Fantasy Sci-Fi dog friend neighborhood planet star
Color,Malcolm D. Lee,7000,childbirth christmas gay slur infidelity punched in the nose,Comedy Drama,Harold Perrineau,6.7,the best man holiday,Color Malcolm D. Lee Harold Perrineau Comedy Drama childbirth christmas gay slur infidelity punched in the nose
Color,Joe Carnahan,3000,casino fbi mafia mob hit sniper,Action Crime Drama Thriller,Ryan Reynolds,6.7,smokin' aces,Color Joe Carnahan Ryan Reynolds Action Crime Drama Thriller casino fbi mafia mob hit sniper
Color,Kevin Greutert,12000,blood splatter self help guru sequel support group survivor,Horror Mystery,Costas Mandylor,5.6,saw 3d: the final chapter,Color Kevin Greutert Costas Mandylor Horror Mystery blood splatter self help guru sequel support group survivor
Color,Michael Lehmann,2000,female on male rape lent male rear nudity masturbation sex,Comedy Romance,Emmanuelle Vaugier,5.6,40 days and 40 nights,Color Michael Lehmann Emmanuelle Vaugier Comedy Romance female on male rape lent male rear nudity masturbation sex
Color,Joseph Kosinski,30000,arcade bridge disappearance escape warrior,Action Adventure Sci-Fi,Jeff Bridges,6.8,tron: legacy,Color Joseph Kosinski Jeff Bridges Action Adventure Sci-Fi arcade bridge disappearance escape warrior
Color,John Fortenberry,0,1990s bar car accident nightclub whipped cream,Comedy Music Romance,Will Ferrell,6.2,a night at the roxbury,Color John Fortenberry Will Ferrell Comedy Music Romance 1990s bar car accident nightclub whipped cream
Color,Daniel Barnz,16000,love maid newscaster student tutor,Drama Fantasy Romance,Alex Pettyfer,5.6,beastly,Color Daniel Barnz Alex Pettyfer Drama Fantasy Romance love maid newscaster student tutor
Color,Alexandre Aja,0,desert horror movie remake murder of family rape slasher,Horror,Dan Byrd,6.4,the hills have eyes,Color Alexandre Aja Dan Byrd Horror desert horror movie remake murder of family rape slasher
Color,Sam Weisman,320,dental braces dental headgear former child star panties white panties,Comedy,Kevin Grevioux,5.6,dickie roberts: former child star,Color Sam Weisman Kevin Grevioux Comedy dental braces dental headgear former child star panties white panties
Color,Niki Caro,21000,coach high school place name in title school student,Biography Drama Sport,Morgan Saylor,7.4,"mcfarland, usa",Color Niki Caro Morgan Saylor Biography Drama Sport coach high school place name in title school student
Color,Erik White,0,block party eurocopter ec120 colibri fortune cookie lottery ticket reverend,Comedy,Brandon T. Jackson,4.9,lottery ticket,Color Erik White Brandon T. Jackson Comedy block party eurocopter ec120 colibri fortune cookie lottery ticket reverend
Color,Chris Robinson,874,high school rollerskating rink spelman college twin voice over narration,Comedy Crime Drama Music Romance,T.I.,6.0,atl,Color Chris Robinson T.I. Comedy Crime Drama Music Romance high school rollerskating rink spelman college twin voice over narration
Color,Jason Moore,36000,a cappella competition dj female protagonist lesbian,Comedy Music Romance,Anna Kendrick,7.2,pitch perfect,Color Jason Moore Anna Kendrick Comedy Music Romance a cappella competition dj female protagonist lesbian
Color,Michael Tollin,476,baseball baseball player night rivalry summer,Comedy Drama Romance Sport,Marc Blucas,4.9,summer catch,Color Michael Tollin Marc Blucas Comedy Drama Romance Sport baseball baseball player night rivalry summer
Color,Sam Raimi,0,bag of money found money minnesota screenplay adapted by author snow,Crime Drama Thriller,Gary Cole,7.5,a simple plan,Color Sam Raimi Gary Cole Crime Drama Thriller bag of money found money minnesota screenplay adapted by author snow
Color,Robert Harmon,814,darkness friend kiss nightmare suicide,Horror Mystery Thriller,Alexander Gould,4.8,they,Color Robert Harmon Alexander Gould Horror Mystery Thriller darkness friend kiss nightmare suicide
Color,Trent Cooper,110,diner food poisoning health inspector restaurant undercover,Comedy Romance,Thomas F. Wilson,3.1,larry the cable guy: health inspector,Color Trent Cooper Thomas F. Wilson Comedy Romance diner food poisoning health inspector restaurant undercover
Color,Gary Halvorson,339,based on tv series blanket box office flop rescue sesame street,Adventure Comedy Family Fantasy Musical,Vanessa Williams,5.8,the adventures of elmo in grouchland,Color Gary Halvorson Vanessa Williams Adventure Comedy Family Fantasy Musical based on tv series blanket box office flop rescue sesame street
Color,Antoine Fuqua,4000,catholic corrupt cop new york city police detective police officer killed,Crime Drama Thriller,Don Cheadle,6.7,brooklyn's finest,Color Antoine Fuqua Don Cheadle Crime Drama Thriller catholic corrupt cop new york city police detective police officer killed
Color,Nicholas Ray,419,ambassador boxer rebellion china colonialism peking china,Action Adventure Drama History War,Ava Gardner,6.8,55 days at peking,Color Nicholas Ray Ava Gardner Action Adventure Drama History War ambassador boxer rebellion china colonialism peking china
Color,Fede Alvarez,70000,book of the dead demon h.p. lovecraft lesbian kiss promise,Horror,Lou Taylor Pucci,6.5,evil dead,Color Fede Alvarez Lou Taylor Pucci Horror book of the dead demon h.p. lovecraft lesbian kiss promise
Color,Donald Petrie,0,greece greek tour bus tour guide tourist,Comedy Romance,Nia Vardalos,5.9,my life in ruins,Color Donald Petrie Nia Vardalos Comedy Romance greece greek tour bus tour guide tourist
Color,Paul Weitz,300,chief of staff contest president singing terrorist,Comedy Music,Judy Greer,5.5,american dreamz,Color Paul Weitz Judy Greer Comedy Music chief of staff contest president singing terrorist
Color,Sidney J. Furie,1000,box office flop dc comics hair nuclear disarmament superman,Action Adventure Family Sci-Fi,Jim Broadbent,3.6,superman iv: the quest for peace,Color Sidney J. Furie Jim Broadbent Action Adventure Family Sci-Fi box office flop dc comics hair nuclear disarmament superman
Color,Ian Iqbal Rashid,238,dance dance contest loss of sister step dancing teenager,Drama,DeRay Davis,3.3,how she move,Color Ian Iqbal Rashid DeRay Davis Drama dance dance contest loss of sister step dancing teenager
Color,Wayne Kramer,0,adult child friendship corrupt cop fistfight gangster thug,Action Crime Drama Thriller,Paul Walker,7.4,running scared,Color Wayne Kramer Paul Walker Action Crime Drama Thriller adult child friendship corrupt cop fistfight gangster thug
Color,Rowdy Herrington,352,colon in title competition five word title golf temper,Biography Drama Romance Sport,Aidan Quinn,6.7,bobby jones: stroke of genius,Color Rowdy Herrington Aidan Quinn Biography Drama Romance Sport colon in title competition five word title golf temper
Color,Jim Goddard,154,china missionary opium villain year 1937,Adventure Crime Drama Romance,Victor Wong,3.0,shanghai surprise,Color Jim Goddard Victor Wong Adventure Crime Drama Romance china missionary opium villain year 1937
Color,Neil Burger,15000,duchess illusionist magician prince supernatural power,Drama Mystery Romance Thriller,Rufus Sewell,7.6,the illusionist,Color Neil Burger Rufus Sewell Drama Mystery Romance Thriller duchess illusionist magician prince supernatural power
Color,Noel Marshall,0,chase dead man jungle killing a lion killing a tiger,Adventure Horror Thriller,Tippi Hedren,6.4,roar,Color Noel Marshall Tippi Hedren Adventure Horror Thriller chase dead man jungle killing a lion killing a tiger
Color,Joel Schumacher,0,criminal drug lord gunshot irish journalist,Biography Crime Drama Thriller,Brenda Fricker,6.9,veronica guerin,Color Joel Schumacher Brenda Fricker Biography Crime Drama Thriller criminal drug lord gunshot irish journalist
Color,Andrea Di Stefano,0,colombia dream love surfer village,Crime Drama Romance Thriller,Josh Hutcherson,6.6,escobar: paradise lost,Color Andrea Di Stefano Josh Hutcherson Crime Drama Romance Thriller colombia dream love surfer village
Color,Richard Kelly,0,amnesia boxer conspiracy police porn star,Comedy Mystery Sci-Fi Thriller,Janeane Garofalo,5.5,southland tales,Color Richard Kelly Janeane Garofalo Comedy Mystery Sci-Fi Thriller amnesia boxer conspiracy police porn star
Color,Guillaume Ivernel,0,cgi film computer animation dragon hunter,Adventure Animation Family Fantasy,Rob Paulsen,6.6,dragon hunters,Color Guillaume Ivernel Rob Paulsen Adventure Animation Family Fantasy cgi film computer animation dragon hunter
Color,Jack Smight,903,cockroach desert ghost town giant spider travel,Sci-Fi,George Peppard,5.2,damnation alley,Color Jack Smight George Peppard Sci-Fi cockroach desert ghost town giant spider travel
Color,Todd Lincoln,0,e mail evil spirit experiment fear supernatural,Horror Thriller,Julianna Guill,4.1,the apparition,Color Todd Lincoln Julianna Guill Horror Thriller e mail evil spirit experiment fear supernatural
Color,Howard Zieff,0,best friend funeral girl overalls summer,Comedy Drama Family Romance,Macaulay Culkin,6.8,my girl,Color Howard Zieff Macaulay Culkin Comedy Drama Family Romance best friend funeral girl overalls summer
Color,Steven Shainberg,0,character name in title diane arbus male full frontal nudity photographer pubic hair,Biography Drama Romance,Robert Downey Jr.,6.5,fur: an imaginary portrait of diane arbus,Color Steven Shainberg Robert Downey Jr. Biography Drama Romance character name in title diane arbus male full frontal nudity photographer pubic hair
Color,Neil Burger,15000,duchess illusionist magician prince supernatural power,Drama Mystery Romance Thriller,Rufus Sewell,7.6,the illusionist,Color Neil Burger Rufus Sewell Drama Mystery Romance Thriller duchess illusionist magician prince supernatural power
Color,Oliver Stone,0,1980s argument critique of capitalism f word fired from the job,Crime Drama,Hal Holbrook,7.4,wall street,Color Oliver Stone Hal Holbrook Crime Drama 1980s argument critique of capitalism f word fired from the job
Color,Ang Lee,0,1810s female protagonist horseback riding inheritance three word title,Drama Romance,Alan Rickman,7.7,sense and sensibility,Color Ang Lee Alan Rickman Drama Romance 1810s female protagonist horseback riding inheritance three word title
Color,Julian Jarrold,0,country estate jane austen lady love writing,Biography Drama Romance,Anne Hathaway,7.1,becoming jane,Color Julian Jarrold Anne Hathaway Biography Drama Romance country estate jane austen lady love writing
Color,Joe Nussbaum,0,college college girl female protagonist sorority sorority house,Comedy Romance,Danny Strong,6.3,sydney white,Color Joe Nussbaum Danny Strong Comedy Romance college college girl female protagonist sorority sorority house
Color,Vadim Perelman,0,auction home house iranian marriage,Drama,Frances Fisher,7.6,house of sand and fog,Color Vadim Perelman Frances Fisher Drama auction home house iranian marriage
Color,Peter Weir,23000,education english teacher poet professor student,Comedy Drama,Robin Williams,8.0,dead poets society,Color Peter Weir Robin Williams Comedy Drama education english teacher poet professor student
Color,Peter Farrelly,0,briefcase full of money character repeating someone else's dialogue character says i love you friendship reference to cinderella,Comedy,Lauren Holly,7.3,dumb & dumber,Color Peter Farrelly Lauren Holly Comedy briefcase full of money character repeating someone else's dialogue character says i love you friendship reference to cinderella
Color,Rob Reiner,0,friendship love male female friendship new york sex,Comedy Drama Romance,Bruno Kirby,7.6,when harry met sally...,Color Rob Reiner Bruno Kirby Comedy Drama Romance friendship love male female friendship new york sex
Color,Sidney Lumet,0,archdiocese court hospital lawyer malpractice,Drama,Charlotte Rampling,7.8,the verdict,Color Sidney Lumet Charlotte Rampling Drama archdiocese court hospital lawyer malpractice
Color,Todd Phillips,0,blonde college friend highway travel road trip,Comedy,Ethan Suplee,6.5,road trip,Color Todd Phillips Ethan Suplee Comedy blonde college friend highway travel road trip
Color,Brian Robbins,0,coach coyote popularity quarterback texas,Comedy Drama Romance Sport,Paul Walker,6.4,varsity blues,Color Brian Robbins Paul Walker Comedy Drama Romance Sport coach coyote popularity quarterback texas
 Black and White,Michel Hazanavicius,30000,1920s jack russell terrier modern silent movie movie star movie studio,Comedy Drama Romance,Bérénice Bejo,8.0,the artist, Black and White Michel Hazanavicius Bérénice Bejo Comedy Drama Romance 1920s jack russell terrier modern silent movie movie star movie studio
Color,David S. Goyer,0,babysitting experiment nightmare possession twin,Drama Fantasy Horror Mystery Thriller,Gary Oldman,4.8,the unborn,Color David S. Goyer Gary Oldman Drama Fantasy Horror Mystery Thriller babysitting experiment nightmare possession twin
